,Team,coach_age,coach_name,season,playoff_games,playoff_wins,playoff_loses,playoff_W/L%,season_games,season_wins,season_loses,season_W/L%,season_position
23,,,Dick Harter,Career,,,,,122,28.0,94.0,0.23,
0,TRH,,Lew Hayman,1946-47,,,,,1,0.0,1.0,0.0,6.0
1,,,Lew Hayman,Career,,,,,1,0.0,1.0,0.0,
6,DAL,44.0,Gar Heard,1992-93,,,,,53,9.0,44.0,0.17,6.0
14,WAS,51.0,Gar Heard,1999-00,,,,,44,14.0,30.0,0.318,7.0
19,,,Gar Heard,Career,,,,,97,23.0,74.0,0.237,
0,BOS,35.0,Tom Heinsohn,1969-70,,,,,82,34.0,48.0,0.415,6.0
1,BOS,36.0,Tom Heinsohn,1970-71,,,,,82,44.0,38.0,0.537,3.0
2,BOS,37.0,Tom Heinsohn,1971-72,11.0,5.0,6.0,0.455,82,56.0,26.0,0.6829999999999999,1.0
3,BOS,38.0,Tom Heinsohn,1972-73,13.0,7.0,6.0,0.5379999999999999,82,68.0,14.0,0.8290000000000001,1.0
4,BOS,39.0,Tom Heinsohn,1973-74,18.0,12.0,6.0,0.667,82,56.0,26.0,0.6829999999999999,1.0
5,BOS,40.0,Tom Heinsohn,1974-75,11.0,6.0,5.0,0.545,82,60.0,22.0,0.732,1.0
6,BOS,41.0,Tom Heinsohn,1975-76,18.0,12.0,6.0,0.667,82,54.0,28.0,0.659,1.0
7,BOS,42.0,Tom Heinsohn,1976-77,9.0,5.0,4.0,0.556,82,44.0,38.0,0.537,2.0
8,BOS,43.0,Tom Heinsohn,1977-78,,,,,34,11.0,23.0,0.324,3.0
9,,,Tom Heinsohn,Career,80.0,47.0,33.0,0.588,690,427.0,263.0,0.619,
0,PRO,46.0,Nat Hickey,1947-48,,,,,29,4.0,25.0,0.138,4.0
1,,,Nat Hickey,Career,,,,,29,4.0,25.0,0.138,
2,NYK,38.0,Bob Hill,1986-87,,,,,66,20.0,46.0,0.303,5.0
4,IND,42.0,Bob Hill,1990-91,5.0,2.0,3.0,0.4,57,32.0,25.0,0.561,5.0
5,IND,43.0,Bob Hill,1991-92,3.0,0.0,3.0,0.0,82,40.0,42.0,0.488,4.0
6,IND,44.0,Bob Hill,1992-93,4.0,1.0,3.0,0.25,82,41.0,41.0,0.5,5.0
8,SAS,46.0,Bob Hill,1994-95,15.0,9.0,6.0,0.6,82,62.0,20.0,0.7559999999999999,1.0
9,SAS,47.0,Bob Hill,1995-96,10.0,5.0,5.0,0.5,82,59.0,23.0,0.72,1.0
10,SAS,48.0,Bob Hill,1996-97,,,,,18,3.0,15.0,0.16699999999999998,6.0
11,SEA,57.0,Bob Hill,2005-06,,,,,52,22.0,30.0,0.423,3.0
12,SEA,58.0,Bob Hill,2006-07,,,,,82,31.0,51.0,0.37799999999999995,5.0
13,,,Bob Hill,Career,37.0,17.0,20.0,0.45899999999999996,603,310.0,293.0,0.514,
7,ORL,46.0,Brian Hill,1993-94,3.0,0.0,3.0,0.0,82,50.0,32.0,0.61,2.0
8,ORL,47.0,Brian Hill,1994-95,21.0,11.0,10.0,0.524,82,57.0,25.0,0.695,1.0
9,ORL,48.0,Brian Hill,1995-96,12.0,7.0,5.0,0.583,82,60.0,22.0,0.732,1.0
10,ORL,49.0,Brian Hill,1996-97,,,,,49,24.0,25.0,0.49,3.0
11,VAN,50.0,Brian Hill,1997-98,,,,,82,19.0,63.0,0.23199999999999998,6.0
12,VAN,51.0,Brian Hill,1998-99,,,,,50,8.0,42.0,0.16,7.0
13,VAN,52.0,Brian Hill,1999-00,,,,,22,4.0,18.0,0.182,7.0
18,ORL,58.0,Brian Hill,2005-06,,,,,82,36.0,46.0,0.439,3.0
19,ORL,59.0,Brian Hill,2006-07,4.0,0.0,4.0,0.0,82,40.0,42.0,0.488,3.0
25,,,Brian Hill,Career,40.0,18.0,22.0,0.45,613,298.0,315.0,0.486,
0,CHI,43.0,Fred Hoiberg,2015-16,,,,,82,42.0,40.0,0.512,4.0
1,CHI,44.0,Fred Hoiberg,2016-17,6.0,2.0,4.0,0.33299999999999996,82,41.0,41.0,0.5,4.0
2,CHI,45.0,Fred Hoiberg,2017-18,,,,,82,27.0,55.0,0.32899999999999996,5.0
3,CHI,46.0,Fred Hoiberg,2018-19,,,,,24,5.0,19.0,0.20800000000000002,4.0
4,,,Fred Hoiberg,Career,6.0,2.0,4.0,0.33299999999999996,270,115.0,155.0,0.426,
12,VAN,46.0,Lionel Hollins,1999-00,,,,,60,18.0,42.0,0.3,7.0
16,MEM,51.0,Lionel Hollins,2004-05,,,,,4,0.0,4.0,0.0,4.0
19,MEM,55.0,Lionel Hollins,2008-09,,,,,39,13.0,26.0,0.33299999999999996,5.0
20,MEM,56.0,Lionel Hollins,2009-10,,,,,82,40.0,42.0,0.488,4.0
21,MEM,57.0,Lionel Hollins,2010-11,13.0,7.0,6.0,0.5379999999999999,82,46.0,36.0,0.561,4.0
22,MEM,58.0,Lionel Hollins,2011-12,7.0,3.0,4.0,0.429,66,41.0,25.0,0.621,2.0
23,MEM,59.0,Lionel Hollins,2012-13,15.0,8.0,7.0,0.5329999999999999,82,56.0,26.0,0.6829999999999999,2.0
24,BRK,61.0,Lionel Hollins,2014-15,6.0,2.0,4.0,0.33299999999999996,82,38.0,44.0,0.46299999999999997,3.0
25,BRK,62.0,Lionel Hollins,2015-16,,,,,37,10.0,27.0,0.27,4.0
26,,,Lionel Hollins,Career,41.0,20.0,21.0,0.488,534,262.0,272.0,0.491,
0,MLH,33.0,Red Holzman,1953-54,,,,,26,10.0,16.0,0.385,4.0
1,MLH,34.0,Red Holzman,1954-55,,,,,72,26.0,46.0,0.361,4.0
2,STL,35.0,Red Holzman,1955-56,8.0,4.0,4.0,0.5,72,33.0,39.0,0.45799999999999996,3.0
3,STL,36.0,Red Holzman,1956-57,,,,,33,14.0,19.0,0.424,1.0
4,NYK,47.0,Red Holzman,1967-68,6.0,2.0,4.0,0.33299999999999996,44,28.0,16.0,0.636,3.0
5,NYK,48.0,Red Holzman,1968-69,10.0,6.0,4.0,0.6,82,54.0,28.0,0.659,3.0
6,NYK,49.0,Red Holzman,1969-70,19.0,12.0,7.0,0.632,82,60.0,22.0,0.732,1.0
7,NYK,50.0,Red Holzman,1970-71,12.0,7.0,5.0,0.583,82,52.0,30.0,0.634,1.0
8,NYK,51.0,Red Holzman,1971-72,16.0,9.0,7.0,0.563,82,48.0,34.0,0.585,2.0
9,NYK,52.0,Red Holzman,1972-73,17.0,12.0,5.0,0.706,82,57.0,25.0,0.695,2.0
10,NYK,53.0,Red Holzman,1973-74,12.0,5.0,7.0,0.41700000000000004,82,49.0,33.0,0.598,2.0
11,NYK,54.0,Red Holzman,1974-75,3.0,1.0,2.0,0.33299999999999996,82,40.0,42.0,0.488,3.0
12,NYK,55.0,Red Holzman,1975-76,,,,,82,38.0,44.0,0.46299999999999997,4.0
13,NYK,56.0,Red Holzman,1976-77,,,,,82,40.0,42.0,0.488,3.0
14,NYK,58.0,Red Holzman,1978-79,,,,,68,25.0,43.0,0.368,4.0
15,NYK,59.0,Red Holzman,1979-80,,,,,82,39.0,43.0,0.47600000000000003,4.0
16,NYK,60.0,Red Holzman,1980-81,2.0,0.0,2.0,0.0,82,50.0,32.0,0.61,3.0
17,NYK,61.0,Red Holzman,1981-82,,,,,82,33.0,49.0,0.402,5.0
18,,,Red Holzman,Career,105.0,58.0,47.0,0.552,1299,696.0,603.0,0.536,
3,SEA,43.0,Bob Hopkins,1977-78,,,,,22,5.0,17.0,0.22699999999999998,3.0
5,,,Bob Hopkins,Career,,,,,22,5.0,17.0,0.22699999999999998,
3,PHO,50.0,Jeff Hornacek,2013-14,,,,,82,48.0,34.0,0.585,3.0
4,PHO,51.0,Jeff Hornacek,2014-15,,,,,82,39.0,43.0,0.47600000000000003,3.0
5,PHO,52.0,Jeff Hornacek,2015-16,,,,,49,14.0,35.0,0.28600000000000003,4.0
6,NYK,53.0,Jeff Hornacek,2016-17,,,,,82,31.0,51.0,0.37799999999999995,3.0
7,NYK,54.0,Jeff Hornacek,2017-18,,,,,82,29.0,53.0,0.354,4.0
8,,,Jeff Hornacek,Career,,,,,377,161.0,216.0,0.42700000000000005,
11,LAC,57.0,Kim Hughes,2009-10,,,,,33,8.0,25.0,0.242,3.0
14,,,Kim Hughes,Career,,,,,33,8.0,25.0,0.242,
2,SAC,,Rex Hughes,1991-92,,,,,57,22.0,35.0,0.386,7.0
4,SAS,,Rex Hughes,1992-93,,,,,1,1.0,0.0,1.0,2.0
7,,,Rex Hughes,Career,,,,,58,23.0,35.0,0.397,
12,DEN,45.0,Melvin Hunt,2014-15,,,,,23,10.0,13.0,0.435,4.0
17,,,Melvin Hunt,Career,,,,,23,10.0,13.0,0.435,
0,PHO,42.0,Lindsey Hunter,2012-13,,,,,41,12.0,29.0,0.293,5.0
1,,,Lindsey Hunter,Career,,,,,41,12.0,29.0,0.293,
10,MEM,51.0,Marc Iavaroni,2007-08,,,,,82,22.0,60.0,0.268,5.0
11,MEM,52.0,Marc Iavaroni,2008-09,,,,,41,11.0,30.0,0.268,5.0
16,,,Marc Iavaroni,Career,,,,,123,33.0,90.0,0.268,
0,POR,45.0,Stu Inman,1971-72,,,,,26,6.0,20.0,0.231,5.0
1,,,Stu Inman,Career,,,,,26,6.0,20.0,0.231,
6,IND,36.0,George Irvine,1984-85,,,,,82,22.0,60.0,0.268,6.0
7,IND,37.0,George Irvine,1985-86,,,,,82,26.0,56.0,0.317,6.0
8,IND,40.0,George Irvine,1988-89,,,,,20,6.0,14.0,0.3,6.0
15,DET,51.0,George Irvine,1999-00,3.0,0.0,3.0,0.0,24,14.0,10.0,0.583,4.0
16,DET,52.0,George Irvine,2000-01,,,,,82,32.0,50.0,0.39,5.0
17,,,George Irvine,Career,3.0,0.0,3.0,0.0,290,100.0,190.0,0.345,
0,DEN,44.0,Dan Issel,1992-93,,,,,82,36.0,46.0,0.439,4.0
1,DEN,45.0,Dan Issel,1993-94,12.0,6.0,6.0,0.5,82,42.0,40.0,0.512,4.0
2,DEN,46.0,Dan Issel,1994-95,,,,,34,18.0,16.0,0.529,4.0
3,DEN,51.0,Dan Issel,1999-00,,,,,82,35.0,47.0,0.42700000000000005,5.0
4,DEN,52.0,Dan Issel,2000-01,,,,,82,40.0,42.0,0.488,6.0
5,DEN,53.0,Dan Issel,2001-02,,,,,26,9.0,17.0,0.34600000000000003,6.0
6,,,Dan Issel,Career,12.0,6.0,6.0,0.5,388,180.0,208.0,0.46399999999999997,
0,GSW,46.0,Mark Jackson,2011-12,,,,,66,23.0,43.0,0.348,4.0
1,GSW,47.0,Mark Jackson,2012-13,12.0,6.0,6.0,0.5,82,47.0,35.0,0.573,2.0
2,GSW,48.0,Mark Jackson,2013-14,7.0,3.0,4.0,0.429,82,51.0,31.0,0.622,2.0
3,,,Mark Jackson,Career,19.0,9.0,10.0,0.474,230,121.0,109.0,0.526,
5,CHI,44.0,Phil Jackson,1989-90,16.0,10.0,6.0,0.625,82,55.0,27.0,0.6709999999999999,2.0
6,CHI,45.0,Phil Jackson,1990-91,17.0,15.0,2.0,0.882,82,61.0,21.0,0.7440000000000001,1.0
7,CHI,46.0,Phil Jackson,1991-92,22.0,15.0,7.0,0.682,82,67.0,15.0,0.8170000000000001,1.0
8,CHI,47.0,Phil Jackson,1992-93,19.0,15.0,4.0,0.789,82,57.0,25.0,0.695,1.0
9,CHI,48.0,Phil Jackson,1993-94,10.0,6.0,4.0,0.6,82,55.0,27.0,0.6709999999999999,2.0
10,CHI,49.0,Phil Jackson,1994-95,10.0,5.0,5.0,0.5,82,47.0,35.0,0.573,3.0
11,CHI,50.0,Phil Jackson,1995-96,18.0,15.0,3.0,0.833,82,72.0,10.0,0.878,1.0
12,CHI,51.0,Phil Jackson,1996-97,19.0,15.0,4.0,0.789,82,69.0,13.0,0.841,1.0
13,CHI,52.0,Phil Jackson,1997-98,21.0,15.0,6.0,0.7140000000000001,82,62.0,20.0,0.7559999999999999,1.0
14,LAL,54.0,Phil Jackson,1999-00,23.0,15.0,8.0,0.652,82,67.0,15.0,0.8170000000000001,1.0
15,LAL,55.0,Phil Jackson,2000-01,16.0,15.0,1.0,0.938,82,56.0,26.0,0.6829999999999999,1.0
16,LAL,56.0,Phil Jackson,2001-02,19.0,15.0,4.0,0.789,82,58.0,24.0,0.7070000000000001,2.0
17,LAL,57.0,Phil Jackson,2002-03,12.0,6.0,6.0,0.5,82,50.0,32.0,0.61,2.0
18,LAL,58.0,Phil Jackson,2003-04,22.0,13.0,9.0,0.591,82,56.0,26.0,0.6829999999999999,1.0
19,LAL,60.0,Phil Jackson,2005-06,7.0,3.0,4.0,0.429,82,45.0,37.0,0.5489999999999999,3.0
20,LAL,61.0,Phil Jackson,2006-07,5.0,1.0,4.0,0.2,82,42.0,40.0,0.512,2.0
21,LAL,62.0,Phil Jackson,2007-08,21.0,14.0,7.0,0.667,82,57.0,25.0,0.695,1.0
22,LAL,63.0,Phil Jackson,2008-09,23.0,16.0,7.0,0.696,82,65.0,17.0,0.7929999999999999,1.0
23,LAL,64.0,Phil Jackson,2009-10,23.0,16.0,7.0,0.696,82,57.0,25.0,0.695,1.0
24,LAL,65.0,Phil Jackson,2010-11,10.0,4.0,6.0,0.4,82,57.0,25.0,0.695,1.0
25,,,Phil Jackson,Career,333.0,229.0,104.0,0.688,1640,1155.0,485.0,0.7040000000000001,
2,NYK,,Stu Jackson,1989-90,10.0,4.0,6.0,0.4,82,45.0,37.0,0.5489999999999999,3.0
3,NYK,,Stu Jackson,1990-91,,,,,15,7.0,8.0,0.467,3.0
4,VAN,,Stu Jackson,1996-97,,,,,39,6.0,33.0,0.154,7.0
5,,,Stu Jackson,Career,10.0,4.0,6.0,0.4,136,58.0,78.0,0.426,
0,BLB,30.0,Buddy Jeannette,1947-48,11.0,8.0,3.0,0.727,48,28.0,20.0,0.583,2.0
1,BLB,31.0,Buddy Jeannette,1948-49,3.0,1.0,2.0,0.33299999999999996,60,29.0,31.0,0.483,3.0
2,BLB,32.0,Buddy Jeannette,1949-50,,,,,68,25.0,43.0,0.368,5.0
3,BLB,33.0,Buddy Jeannette,1950-51,,,,,37,14.0,23.0,0.37799999999999995,5.0
4,BAL,47.0,Buddy Jeannette,1964-65,10.0,5.0,5.0,0.5,80,37.0,43.0,0.46299999999999997,3.0
5,BAL,49.0,Buddy Jeannette,1966-67,,,,,16,3.0,13.0,0.188,5.0
6,PTP,52.0,Buddy Jeannette,1969-70,,,,,45,15.0,30.0,0.33299999999999996,5.0
7,,,Buddy Jeannette,Career,24.0,14.0,10.0,0.583,354,151.0,203.0,0.42700000000000005,
2,ORL,35.0,Chris Jent,2004-05,,,,,18,5.0,13.0,0.278,3.0
12,,,Chris Jent,Career,,,,,18,5.0,13.0,0.278,
6,MEM,39.0,Dave Joerger,2013-14,7.0,3.0,4.0,0.429,82,50.0,32.0,0.61,3.0
7,MEM,40.0,Dave Joerger,2014-15,11.0,6.0,5.0,0.545,82,55.0,27.0,0.6709999999999999,2.0
8,MEM,41.0,Dave Joerger,2015-16,4.0,0.0,4.0,0.0,82,42.0,40.0,0.512,3.0
9,SAC,42.0,Dave Joerger,2016-17,,,,,82,32.0,50.0,0.39,3.0
10,SAC,43.0,Dave Joerger,2017-18,,,,,82,27.0,55.0,0.32899999999999996,4.0
11,SAC,44.0,Dave Joerger,2018-19,,,,,73,36.0,37.0,0.493,3.0
12,,,Dave Joerger,Career,22.0,9.0,13.0,0.409,483,242.0,241.0,0.501,
1,DAL,39.0,Avery Johnson,2004-05,13.0,6.0,7.0,0.462,18,16.0,2.0,0.889,2.0
2,DAL,40.0,Avery Johnson,2005-06,23.0,14.0,9.0,0.609,82,60.0,22.0,0.732,2.0
3,DAL,41.0,Avery Johnson,2006-07,6.0,2.0,4.0,0.33299999999999996,82,67.0,15.0,0.8170000000000001,1.0
4,DAL,42.0,Avery Johnson,2007-08,5.0,1.0,4.0,0.2,82,51.0,31.0,0.622,4.0
5,NJN,45.0,Avery Johnson,2010-11,,,,,82,24.0,58.0,0.293,4.0
6,NJN,46.0,Avery Johnson,2011-12,,,,,66,22.0,44.0,0.33299999999999996,5.0
7,BRK,47.0,Avery Johnson,2012-13,,,,,28,14.0,14.0,0.5,2.0
8,,,Avery Johnson,Career,47.0,23.0,24.0,0.489,440,254.0,186.0,0.5770000000000001,
8,LAC,48.0,Dennis Johnson,2002-03,,,,,24,8.0,16.0,0.33299999999999996,7.0
9,,,Dennis Johnson,Career,,,,,24,8.0,16.0,0.33299999999999996,
5,PHO,43.0,Frank Johnson,2001-02,,,,,31,11.0,20.0,0.355,6.0
6,PHO,44.0,Frank Johnson,2002-03,6.0,2.0,4.0,0.33299999999999996,82,44.0,38.0,0.537,4.0
7,PHO,45.0,Frank Johnson,2003-04,,,,,21,8.0,13.0,0.381,6.0
9,,,Frank Johnson,Career,6.0,2.0,4.0,0.33299999999999996,134,63.0,71.0,0.47,
0,LAL,34.0,Magic Johnson,1993-94,,,,,16,5.0,11.0,0.313,5.0
1,,,Magic Johnson,Career,,,,,16,5.0,11.0,0.313,
2,KCO,,Phil Johnson,1973-74,,,,,58,27.0,31.0,0.466,4.0
3,KCO,,Phil Johnson,1974-75,6.0,2.0,4.0,0.33299999999999996,82,44.0,38.0,0.537,2.0
4,KCK,,Phil Johnson,1975-76,,,,,82,31.0,51.0,0.37799999999999995,3.0
5,KCK,,Phil Johnson,1976-77,,,,,82,40.0,42.0,0.488,4.0
6,KCK,,Phil Johnson,1977-78,,,,,37,13.0,24.0,0.35100000000000003,5.0
10,CHI,,Phil Johnson,1981-82,,,,,1,0.0,1.0,0.0,5.0
14,KCK,,Phil Johnson,1984-85,,,,,73,30.0,43.0,0.41100000000000003,6.0
15,SAC,,Phil Johnson,1985-86,3.0,0.0,3.0,0.0,82,37.0,45.0,0.451,5.0
16,SAC,,Phil Johnson,1986-87,,,,,46,14.0,32.0,0.304,5.0
42,,,Phil Johnson,Career,9.0,2.0,7.0,0.222,543,236.0,307.0,0.435,
0,PHW,30.0,Neil Johnston,1959-60,9.0,4.0,5.0,0.444,75,49.0,26.0,0.653,2.0
1,PHW,31.0,Neil Johnston,1960-61,3.0,0.0,3.0,0.0,79,46.0,33.0,0.5820000000000001,2.0
4,,,Neil Johnston,Career,12.0,4.0,8.0,0.33299999999999996,154,95.0,59.0,0.617,
0,SDA,40.0,K.C. Jones,1972-73,4.0,0.0,4.0,0.0,84,30.0,54.0,0.35700000000000004,4.0
1,CAP,41.0,K.C. Jones,1973-74,7.0,3.0,4.0,0.429,82,47.0,35.0,0.573,1.0
2,WSB,42.0,K.C. Jones,1974-75,17.0,8.0,9.0,0.47100000000000003,82,60.0,22.0,0.732,1.0
3,WSB,43.0,K.C. Jones,1975-76,7.0,3.0,4.0,0.429,82,48.0,34.0,0.585,2.0
10,BOS,51.0,K.C. Jones,1983-84,23.0,15.0,8.0,0.652,82,62.0,20.0,0.7559999999999999,1.0
11,BOS,52.0,K.C. Jones,1984-85,21.0,13.0,8.0,0.619,82,63.0,19.0,0.768,1.0
12,BOS,53.0,K.C. Jones,1985-86,18.0,15.0,3.0,0.833,82,67.0,15.0,0.8170000000000001,1.0
13,BOS,54.0,K.C. Jones,1986-87,23.0,13.0,10.0,0.565,82,59.0,23.0,0.72,1.0
14,BOS,55.0,K.C. Jones,1987-88,17.0,9.0,8.0,0.529,82,57.0,25.0,0.695,1.0
15,SEA,58.0,K.C. Jones,1990-91,5.0,2.0,3.0,0.4,82,41.0,41.0,0.5,5.0
16,SEA,59.0,K.C. Jones,1991-92,,,,,36,18.0,18.0,0.5,4.0
18,,,K.C. Jones,Career,142.0,81.0,61.0,0.57,858,552.0,306.0,0.643,
0,INO,,Wally Jones,1950-51,3.0,1.0,2.0,0.33299999999999996,12,7.0,5.0,0.583,4.0
1,,,Wally Jones,Career,3.0,1.0,2.0,0.33299999999999996,12,7.0,5.0,0.583,
4,SAC,42.0,Eddie Jordan,1996-97,,,,,15,6.0,9.0,0.4,6.0
5,SAC,43.0,Eddie Jordan,1997-98,,,,,82,27.0,55.0,0.32899999999999996,5.0
11,WAS,49.0,Eddie Jordan,2003-04,,,,,82,25.0,57.0,0.305,6.0
12,WAS,50.0,Eddie Jordan,2004-05,10.0,4.0,6.0,0.4,82,45.0,37.0,0.5489999999999999,2.0
13,WAS,51.0,Eddie Jordan,2005-06,6.0,2.0,4.0,0.33299999999999996,82,42.0,40.0,0.512,2.0
14,WAS,52.0,Eddie Jordan,2006-07,4.0,0.0,4.0,0.0,82,41.0,41.0,0.5,2.0
15,WAS,53.0,Eddie Jordan,2007-08,6.0,2.0,4.0,0.33299999999999996,82,43.0,39.0,0.524,2.0
16,WAS,54.0,Eddie Jordan,2008-09,,,,,11,1.0,10.0,0.091,5.0
17,PHI,55.0,Eddie Jordan,2009-10,,,,,82,27.0,55.0,0.32899999999999996,4.0
18,,,Eddie Jordan,Career,26.0,8.0,18.0,0.308,600,257.0,343.0,0.428,
0,CIN,,Ed Jucker,1967-68,,,,,82,39.0,43.0,0.47600000000000003,5.0
1,CIN,,Ed Jucker,1968-69,,,,,82,41.0,41.0,0.5,5.0
2,,,Ed Jucker,Career,,,,,164,80.0,84.0,0.488,
0,BOS,47.0,Alvin Julian,1948-49,,,,,60,25.0,35.0,0.41700000000000004,5.0
1,BOS,48.0,Alvin Julian,1949-50,,,,,68,22.0,46.0,0.324,6.0
2,,,Alvin Julian,Career,,,,,128,47.0,81.0,0.36700000000000005,
1,CLE,33.0,George Karl,1984-85,4.0,1.0,3.0,0.25,82,36.0,46.0,0.439,4.0
2,CLE,34.0,George Karl,1985-86,,,,,67,25.0,42.0,0.373,5.0
3,GSW,35.0,George Karl,1986-87,10.0,4.0,6.0,0.4,82,42.0,40.0,0.512,3.0
4,GSW,36.0,George Karl,1987-88,,,,,64,16.0,48.0,0.25,5.0
5,SEA,40.0,George Karl,1991-92,9.0,4.0,5.0,0.444,42,27.0,15.0,0.643,4.0
6,SEA,41.0,George Karl,1992-93,19.0,10.0,9.0,0.526,82,55.0,27.0,0.6709999999999999,2.0
7,SEA,42.0,George Karl,1993-94,5.0,2.0,3.0,0.4,82,63.0,19.0,0.768,1.0
8,SEA,43.0,George Karl,1994-95,4.0,1.0,3.0,0.25,82,57.0,25.0,0.695,2.0
9,SEA,44.0,George Karl,1995-96,21.0,13.0,8.0,0.619,82,64.0,18.0,0.78,1.0
10,SEA,45.0,George Karl,1996-97,12.0,6.0,6.0,0.5,82,57.0,25.0,0.695,1.0
11,SEA,46.0,George Karl,1997-98,10.0,4.0,6.0,0.4,82,61.0,21.0,0.7440000000000001,1.0
12,MIL,47.0,George Karl,1998-99,3.0,0.0,3.0,0.0,50,28.0,22.0,0.56,4.0
13,MIL,48.0,George Karl,1999-00,5.0,2.0,3.0,0.4,82,42.0,40.0,0.512,5.0
14,MIL,49.0,George Karl,2000-01,18.0,10.0,8.0,0.556,82,52.0,30.0,0.634,1.0
15,MIL,50.0,George Karl,2001-02,,,,,82,41.0,41.0,0.5,5.0
16,MIL,51.0,George Karl,2002-03,6.0,2.0,4.0,0.33299999999999996,82,42.0,40.0,0.512,4.0
17,DEN,53.0,George Karl,2004-05,5.0,1.0,4.0,0.2,40,32.0,8.0,0.8,2.0
18,DEN,54.0,George Karl,2005-06,5.0,1.0,4.0,0.2,82,44.0,38.0,0.537,1.0
19,DEN,55.0,George Karl,2006-07,5.0,1.0,4.0,0.2,82,45.0,37.0,0.5489999999999999,2.0
20,DEN,56.0,George Karl,2007-08,4.0,0.0,4.0,0.0,82,50.0,32.0,0.61,2.0
21,DEN,57.0,George Karl,2008-09,16.0,10.0,6.0,0.625,82,54.0,28.0,0.659,1.0
22,DEN,58.0,George Karl,2009-10,6.0,2.0,4.0,0.33299999999999996,82,53.0,29.0,0.6459999999999999,1.0
23,DEN,59.0,George Karl,2010-11,5.0,1.0,4.0,0.2,82,50.0,32.0,0.61,2.0
24,DEN,60.0,George Karl,2011-12,7.0,3.0,4.0,0.429,66,38.0,28.0,0.5760000000000001,2.0
25,DEN,61.0,George Karl,2012-13,6.0,2.0,4.0,0.33299999999999996,82,57.0,25.0,0.695,2.0
26,SAC,63.0,George Karl,2014-15,,,,,30,11.0,19.0,0.36700000000000005,4.0
27,SAC,64.0,George Karl,2015-16,,,,,82,33.0,49.0,0.402,3.0
28,,,George Karl,Career,185.0,80.0,105.0,0.43200000000000005,1999,1175.0,824.0,0.588,
0,DET,31.0,Bob Kauffman,1977-78,,,,,58,29.0,29.0,0.5,4.0
1,,,Bob Kauffman,Career,,,,,58,29.0,29.0,0.5,
0,CHI,34.0,Red Kerr,1966-67,3.0,0.0,3.0,0.0,81,33.0,48.0,0.40700000000000003,4.0
1,CHI,35.0,Red Kerr,1967-68,5.0,1.0,4.0,0.2,82,29.0,53.0,0.354,4.0
2,PHO,36.0,Red Kerr,1968-69,,,,,82,16.0,66.0,0.195,7.0
3,PHO,37.0,Red Kerr,1969-70,,,,,38,15.0,23.0,0.395,4.0
4,,,Red Kerr,Career,8.0,1.0,7.0,0.125,283,93.0,190.0,0.32899999999999996,
0,GSW,49.0,Steve Kerr,2014-15,21.0,16.0,5.0,0.762,82,67.0,15.0,0.8170000000000001,1.0
1,GSW,50.0,Steve Kerr,2015-16,24.0,15.0,9.0,0.625,82,73.0,9.0,0.89,1.0
2,GSW,51.0,Steve Kerr,2016-17,17.0,16.0,1.0,0.941,82,67.0,15.0,0.8170000000000001,1.0
3,GSW,52.0,Steve Kerr,2017-18,21.0,16.0,5.0,0.762,82,58.0,24.0,0.7070000000000001,1.0
4,GSW,53.0,Steve Kerr,2018-19,,,,,73,50.0,23.0,0.685,1.0
5,,,Steve Kerr,Career,83.0,63.0,20.0,0.759,401,315.0,86.0,0.7859999999999999,
0,BRK,40.0,Jason Kidd,2013-14,12.0,5.0,7.0,0.41700000000000004,82,44.0,38.0,0.537,2.0
1,MIL,41.0,Jason Kidd,2014-15,6.0,2.0,4.0,0.33299999999999996,82,41.0,41.0,0.5,3.0
2,MIL,42.0,Jason Kidd,2015-16,,,,,82,33.0,49.0,0.402,5.0
3,MIL,43.0,Jason Kidd,2016-17,6.0,2.0,4.0,0.33299999999999996,82,42.0,40.0,0.512,2.0
4,MIL,44.0,Jason Kidd,2017-18,,,,,45,23.0,22.0,0.511,3.0
5,,,Jason Kidd,Career,24.0,9.0,15.0,0.375,373,183.0,190.0,0.491,
2,CLE,,Bob Kloppenburg,1981-82,,,,,3,0.0,3.0,0.0,6.0
10,SEA,,Bob Kloppenburg,1991-92,,,,,4,2.0,2.0,0.5,4.0
16,,,Bob Kloppenburg,Career,,,,,7,2.0,5.0,0.28600000000000003,
17,PHO,,Igor Kokoskov,2018-19,,,,,75,17.0,58.0,0.22699999999999998,5.0
18,,,Igor Kokoskov,Career,,,,,75,17.0,58.0,0.22699999999999998,
0,ATL,,Lon Kruger,2000-01,,,,,82,25.0,57.0,0.305,7.0
1,ATL,,Lon Kruger,2001-02,,,,,82,33.0,49.0,0.402,6.0
2,ATL,,Lon Kruger,2002-03,,,,,27,11.0,16.0,0.40700000000000003,5.0
4,,,Lon Kruger,Career,,,,,191,69.0,122.0,0.361,
0,MIL,42.0,Larry Krystkowiak,2006-07,,,,,18,5.0,13.0,0.278,5.0
1,MIL,43.0,Larry Krystkowiak,2007-08,,,,,82,26.0,56.0,0.317,5.0
3,,,Larry Krystkowiak,Career,,,,,100,31.0,69.0,0.31,
14,DET,54.0,John Kuester,2009-10,,,,,82,27.0,55.0,0.32899999999999996,5.0
15,DET,55.0,John Kuester,2010-11,,,,,82,30.0,52.0,0.366,4.0
17,,,John Kuester,Career,,,,,164,57.0,107.0,0.348,
